ASV.ID,kingdom,phylum,class,order,family,genus,species
ASV449,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prolixibacteraceae,Roseimarinus,uncultured_Bacteroidetes
ASV450,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Phormidiaceae,Trichodesmium_IMS101,uncultured_bacterium
ASV451,Bacteria,Cyanobacteria,Cyanobacteriia,Phormidesmiales,Nodosilineaceae,MBIC10086,uncultured_bacterium
ASV452,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Zeaxanthinibacter,uncultured_Flavobacterium
ASV453,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,Vicingus,uncultured_bacterium
ASV454,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5_marine_group,uncultured_Bacteroidetes/Chlorobi
ASV455,Bacteria,Desulfobacterota,Desulfuromonadia,PB19,PB19,PB19,uncultured_bacterium
ASV456,Bacteria,Campilobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,Sulfurimonas,uncultured_bacterium
ASV457,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Rothia,Rothia_dentocariosa
ASV458,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,BD1-7_clade,uncultured_bacterium
ASV459,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Robiginitomaculum,uncultured_Alphaproteobacteria
ASV460,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,uncultured,uncultured_bacterium
ASV461,Bacteria,Verrucomicrobiota,Lentisphaeria,Oligosphaerales,Oligosphaeraceae,Oligosphaeraceae,uncultured_bacterium
ASV462,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Salinivirgaceae,uncultured,uncultured_bacterium
ASV463,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,Ilumatobacter,uncultured_actinobacterium
ASV464,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilus_parainfluenzae
ASV465,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,uncultured,uncultured_bacterium
ASV466,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Albimonas,uncultured_bacterium
ASV467,Bacteria,Patescibacteria,Gracilibacteria,uncultured,uncultured,uncultured,uncultured_bacterium
ASV468,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Phycisphaera,uncultured_Planctomycetales
ASV469,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Algicola,uncultured_bacterium
ASV470,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta_2,Spirochaeta_isovalerica
ASV471,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Candidatus_Thiobios,uncultured_bacterium
ASV472,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Lewinella,Lewinella_sp.
ASV474,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,uncultured,uncultured_bacterium
ASV475,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Polaribacter,Polaribacter_huanghezhanensis
ASV476,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Ulvibacter,Ulvibacter_litoralis
ASV477,Bacteria,Proteobacteria,Gammaproteobacteria,Francisellales,Francisellaceae,[Caedibacter]_taeniospiralis_group,uncultured_bacterium
ASV478,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Schleiferiaceae,Schleiferia,uncultured_Bacteroidetes
ASV479,Bacteria,Proteobacteria,Gammaproteobacteria,Beggiatoales,Beggiatoaceae,uncultured,uncultured_bacterium
ASV480,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,uncultured,uncultured_bacterium
ASV481,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfobacteraceae,Desulfocella,uncultured_bacterium
ASV482,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Spongiimicrobium,Spongiimicrobium_salis
ASV484,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Gilvibacter,Gilvibacter_sp.
ASV485,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae,uncultured_Bacteroidetes
ASV486,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,uncultured,uncultured,uncultured_bacterium
ASV487,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Caminicellaceae,Paramaledivibacter,uncultured_bacterium
ASV488,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Salinivirgaceae,uncultured,uncultured_bacterium
ASV489,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinilabiliaceae,Labilibacter,uncultured_Bacteroidetes
ASV490,Bacteria,Patescibacteria,Gracilibacteria,Gracilibacteria,Gracilibacteria,Gracilibacteria,uncultured_bacterium
ASV491,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,Saprospira_sp.
ASV492,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,uncultured,uncultured_bacterium
ASV493,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Thaumasiovibrio,uncultured_bacterium
ASV494,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Hellea,uncultured_Alphaproteobacteria
ASV495,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,uncultured_bacterium
ASV496,Bacteria,Dependentiae,Babeliae,Babeliales,UBA12409,UBA12409,uncultured_bacterium
ASV498,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Simkaniaceae,uncultured,uncultured_bacterium
ASV499,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacter,uncultured_bacterium
ASV500,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,uncultured,uncultured,uncultured_bacterium
ASV501,Bacteria,Proteobacteria,Gammaproteobacteria,EC3,EC3,EC3,uncultured_bacterium
ASV502,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Hirschia,Hirschia_baltica
ASV503,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,AEGEAN-169_marine_group,AEGEAN-169_marine_group,uncultured_bacterium
ASV504,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,uncultured,uncultured_bacterium
ASV505,Bacteria,Proteobacteria,Gammaproteobacteria,Piscirickettsiales,Piscirickettsiaceae,Candidatus_Endoecteinascidia,uncultured_gamma
ASV506,Bacteria,Patescibacteria,Gracilibacteria,Candidatus_Abawacabacteria,Candidatus_Abawacabacteria,Candidatus_Abawacabacteria,uncultured_Microgenomates
ASV507,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,uncultured,Flagellimonas_sp.
ASV508,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,uncultured,uncultured_bacterium
ASV509,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Lewinella,uncultured_bacterium
ASV510,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Nitrincolaceae,Pontibacterium,uncultured_bacterium
ASV511,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Luteolibacter,Luteolibacter_cuticulihirudinis
ASV512,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Xenococcaceae,Xenococcus_CRM,uncultured_bacterium
ASV514,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Candidatus_Megaira,uncultured_bacterium
ASV515,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,uncultured,uncultured_Sphingobacterium
ASV516,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Moritellaceae,Paramoritella,Paramoritella_sediminis
ASV517,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Pseudohongiellaceae,Pseudohongiella,marine_metagenome
ASV518,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aureisphaera,Aureisphaera_galaxeae
ASV519,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,uncultured,uncultured,uncultured_bacterium
ASV520,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Kistimonas,uncultured_bacterium
ASV521,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,NS10_marine_group,uncultured_bacterium
ASV522,Bacteria,Bacteroidota,Ignavibacteria,Ignavibacteriales,Melioribacteraceae,IheB3-7,uncultured_bacterium
ASV523,Bacteria,Planctomycetota,Pla4_lineage,Pla4_lineage,Pla4_lineage,Pla4_lineage,uncultured_bacterium
ASV524,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Kordia,uncultured_bacterium
ASV525,Bacteria,Bacteroidota,Kapabacteria,Kapabacteriales,Kapabacteriales,Kapabacteriales,uncultured_bacterium
ASV526,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Williamwhitmaniaceae,Williamwhitmaniaceae,metagenome
ASV527,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiales,Candidatus_Jidaibacter,uncultured_bacterium
ASV528,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola,uncultured_bacterium
ASV529,Bacteria,Proteobacteria,Gammaproteobacteria,Granulosicoccales,Granulosicoccaceae,Granulosicoccus,uncultured_bacterium
ASV530,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,uncultured,uncultured_bacterium
ASV531,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Roseitalea,uncultured_bacterium
ASV532,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Persicirhabdus,uncultured_bacterium
ASV533,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Salinivirgaceae,Salinivirga,Salinivirga_cyanobacteriivorans
ASV534,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Pseudohaliea,uncultured_bacterium
ASV535,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,uncultured,uncultured_bacterium
ASV536,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Agaribacterium,Cellvibrionaceae_bacterium
ASV537,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Pseudohongiellaceae,Pseudohongiella,Uncultured_Pseudospirillum
ASV538,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,uncultured,uncultured_bacterium
ASV541,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinilabiliaceae,Carboxylicivirga,Bacteroidetes_bacterium
ASV543,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,uncultured,uncultured_bacterium
ASV544,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,Unknown_Family,uncultured_bacterium
ASV545,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Veillonella,Veillonella_sp.
ASV546,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Methylophilaceae,OM43_clade,Methylophilales_bacterium
ASV547,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aquimarina,uncultured_bacterium
ASV548,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosomonas,uncultured_bacterium
ASV549,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,uncultured_bacterium
ASV550,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Reichenbachiella,uncultured_Flammeovirgaceae
ASV551,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Dokdonia,Dokdonia_lutea
ASV552,Bacteria,Proteobacteria,Gammaproteobacteria,KI89A_clade,KI89A_clade,KI89A_clade,uncultured_marine
ASV553,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Rubritalea,uncultured_bacterium
ASV555,Bacteria,Firmicutes,Clostridia,Clostridia,Hungateiclostridiaceae,uncultured,saltmarsh_clone
ASV556,Bacteria,Cloacimonadota,Cloacimonadia,Cloacimonadales,uncultured,uncultured,uncultured_bacterium
ASV557,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,AB1,AB1,uncultured_Alphaproteobacteria
ASV558,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Blattabacteriaceae,uncultured,uncultured_Bacteroidetes
ASV559,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,DEV007,DEV007,uncultured_bacterium
ASV560,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,Cryomorpha,uncultured_organism
ASV561,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,uncultured_bacterium
ASV562,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinifilaceae,uncultured,uncultured_Saccharicrinis
ASV563,Bacteria,Bacteroidota,Rhodothermia,Balneolales,Balneolaceae,Balneola,uncultured_bacterium
ASV564,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Ascidiimonas,uncultured_bacterium
ASV565,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_melaninogenica
ASV566,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylotenera,uncultured_bacterium
ASV567,Bacteria,Myxococcota,Polyangia,Nannocystales,Nannocystaceae,Enhygromyxa,Enhygromyxa_salina
ASV568,Bacteria,Proteobacteria,Gammaproteobacteria,SZB50,SZB50,SZB50,uncultured_bacterium
ASV569,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Ekhidna,uncultured_Bacteroidetes
ASV570,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacter,uncultured_delta
ASV571,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Simkaniaceae,Candidatus_Fritschea,Candidatus_Syngnamydia
ASV572,Bacteria,Proteobacteria,Gammaproteobacteria,KI89A_clade,KI89A_clade,KI89A_clade,uncultured_bacterium
ASV573,Bacteria,Cloacimonadota,Cloacimonadia,Cloacimonadales,PBS-18,PBS-18,uncultured_bacterium
ASV574,Bacteria,Patescibacteria,Gracilibacteria,Gracilibacteria,Gracilibacteria,Gracilibacteria,uncultured_bacterium
ASV575,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Cyanobacteriaceae,Symphothece_PCC-7002,uncultured_bacterium
ASV576,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,uncultured,uncultured_actinobacterium
ASV577,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Nitrincolaceae,uncultured,uncultured_gamma
ASV578,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,uncultured,Xanthobacillum_maris
ASV579,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,DEV007,DEV007,Verrucomicrobia_bacterium
ASV580,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Psychroflexus,uncultured_organism
ASV582,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Haloferula,uncultured_bacterium
ASV583,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella,uncultured_gamma
ASV584,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Vallitalea,uncultured_bacterium
ASV585,Bacteria,Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),uncultured_organism
ASV586,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,Vicingus,uncultured_bacterium
ASV587,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,uncultured,uncultured_bacterium
ASV588,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium_matruchotii
ASV589,Bacteria,Patescibacteria,Gracilibacteria,JGI_0000069-P22,JGI_0000069-P22,JGI_0000069-P22,uncultured_bacterium
ASV591,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,uncultured,uncultured_bacterium
ASV592,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Parahaliea,uncultured_bacterium
ASV593,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Nitrincolaceae,uncultured,bacterium_symbiont
ASV594,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,uncultured_Flavobacterium
ASV595,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Kistimonas,uncultured_gamma
ASV596,Bacteria,Cyanobacteria,Cyanobacteriia,Phormidesmiales,Phormidesmiaceae,Phormidesmis_ANT.LACV5.1,uncultured_bacterium
ASV597,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,uncultured,uncultured_bacterium
ASV598,Bacteria,Thermotogota,Thermotogae,Petrotogales,Petrotogaceae,SC103,uncultured_bacterium
ASV599,Bacteria,Proteobacteria,Gammaproteobacteria,pItb-vmat-80,pItb-vmat-80,pItb-vmat-80,uncultured_bacterium
ASV600,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,Haliangium_ochraceum
ASV601,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfolunaceae,Desulfoluna,uncultured_bacterium
ASV602,Bacteria,Proteobacteria,Gammaproteobacteria,Tenderiales,Tenderiaceae,Candidatus_Tenderia,uncultured_gamma
ASV603,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Arctic97B-4_marine_group,Arctic97B-4_marine_group,Arctic97B-4_marine_group,marine_metagenome
ASV604,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,uncultured_bacterium
ASV605,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Leucothrix,uncultured_bacterium
ASV606,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aquimarina,Aquimarina_spongiae
ASV607,Bacteria,Cyanobacteria,Cyanobacteriia,Leptolyngbyales,Leptolyngbyaceae,uncultured,filamentous_cyanobacterium
ASV608,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,Ilumatobacter,Ilumatobacter_nonamiensis
ASV609,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium,Photobacterium_gaetbulicola
ASV610,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,uncultured,uncultured_bacterium
ASV611,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup_10,uncultured_Acidobacteriaceae
ASV612,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,Cryomorpha,uncultured_bacterium
ASV613,Bacteria,Cyanobacteria,Cyanobacteriia,Thermosynechococcales,Acaryochloridaceae,Acaryochloris_MBIC11017,Acaryochloris_marina
ASV614,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Crocinitomix,Crocinitomix_sp.
ASV615,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,uncultured,uncultured,uncultured_bacterium
ASV616,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9_marine_group,NS9_marine_group,uncultured_bacterium
ASV617,Bacteria,Proteobacteria,Gammaproteobacteria,Granulosicoccales,Granulosicoccaceae,Granulosicoccus,uncultured_bacterium
ASV618,Bacteria,Fibrobacterota,Chitinivibrionia,Chitinivibrionales,Chitinivibrionaceae,possible_genus_03,uncultured_Fibrobacteres
ASV619,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonadaceae,uncultured_gamma
ASV620,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta_2,Oceanispirochaeta_litoralis
ASV621,Bacteria,Patescibacteria,ABY1,Candidatus_Falkowbacteria,Candidatus_Falkowbacteria,Candidatus_Falkowbacteria,uncultured_bacterium
ASV622,Bacteria,Patescibacteria,Parcubacteria,Candidatus_Campbellbacteria,Candidatus_Campbellbacteria,Candidatus_Campbellbacteria,uncultured_bacterium
ASV623,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfolunaceae,uncultured,uncultured_bacterium
ASV624,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Verruc-01,Verrucomicrobia_bacterium
ASV625,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Persicirhabdus,Persicirhabdus_sediminis
ASV626,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Methylophilaceae,OM43_clade,uncultured_bacterium
ASV627,Bacteria,Proteobacteria,Alphaproteobacteria,uncultured,uncultured,uncultured,uncultured_bacterium_marine
ASV628,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,uncultured,uncultured_bacterium
ASV629,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,SAR92_clade,uncultured_bacterium
ASV631,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylotenera,bacterium_SH5-9
ASV632,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,Ilumatobacter,uncultured_bacterium
ASV633,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,uncultured,uncultured,metagenome
ASV634,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aureisphaera,uncultured_Bacteroidetes
ASV635,Bacteria,Verrucomicrobiota,Lentisphaeria,SS1-B-02-17,SS1-B-02-17,SS1-B-02-17,uncultured_Lentisphaerae
ASV636,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinilabiliaceae,Labilibacter,uncultured_bacterium
ASV637,Bacteria,Campilobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,uncultured_bacterium
ASV638,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Algimonas,uncultured_bacterium
ASV639,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Candidatus_Endobugula,uncultured_Eionea
ASV640,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Dokdonia,uncultured_marine
ASV641,Bacteria,Firmicutes,Clostridia,Clostridia,Hungateiclostridiaceae,uncultured,uncultured_bacterium
ASV642,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Lentimonas,uncultured_bacterium
ASV643,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,uncultured_organism
ASV644,Bacteria,Campilobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,Halarcobacter,Arcobacter_sp.
ASV645,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Oceanospirillum,uncultured_Oceanospirillum
ASV647,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prolixibacteraceae,Sunxiuqinia,Sunxiuqinia_elliptica
ASV648,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Marinagarivorans,Marinagarivorans_algicola
ASV649,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup_10,uncultured_bacterium
ASV650,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Lewinella,uncultured_Sphingobacterium
ASV651,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Limnobacter,uncultured_bacterium
ASV652,Bacteria,LCP-89,LCP-89,LCP-89,LCP-89,LCP-89,uncultured_bacterium
ASV653,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,uncultured,uncultured_bacterium
ASV655,Bacteria,Proteobacteria,Gammaproteobacteria,MBAE14,MBAE14,MBAE14,uncultured_bacterium
ASV656,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia,bacterium_BW1SW39-3
ASV657,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,uncultured,uncultured,uncultured_bacterium
ASV658,Bacteria,Proteobacteria,Gammaproteobacteria,KI89A_clade,KI89A_clade,KI89A_clade,uncultured_bacterium
ASV659,Bacteria,Patescibacteria,ABY1,Candidatus_Kuenenbacteria,Candidatus_Kuenenbacteria,Candidatus_Kuenenbacteria,uncultured_deep-sea
ASV660,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Candidatus_Megaira,metagenome
ASV661,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,Blastocatella,uncultured_Acidobacteria
ASV662,Bacteria,Deinococcota,Deinococci,Deinococcales,Trueperaceae,Truepera,uncultured_bacterium
ASV663,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,Blastocatella,uncultured_Acidobacteriaceae
ASV664,Bacteria,Firmicutes,Clostridia,Clostridia_vadinBB60_group,Clostridia_vadinBB60_group,Clostridia_vadinBB60_group,uncultured_bacterium
ASV665,Bacteria,Bacteroidota,Kapabacteria,Kapabacteriales,Kapabacteriales,Kapabacteriales,uncultured_sludge
ASV666,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,SAR92_clade,Alteromonadaceae_bacterium
ASV667,Bacteria,SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B),uncultured_SAR324
ASV668,Bacteria,Campilobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,Thiovulum,uncultured_Epsilonproteobacteria
ASV669,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,0319-6G20,0319-6G20,uncultured_organism
ASV671,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Colidextribacter,uncultured_bacterium
